Date,Adj Close,Close,High,Low,Open,Volume
2022-04-01,279.0423278808594,281.79998779296875,323.70001220703125,279.5,307.0,16568159
2022-05-01,267.308349609375,269.95001220703125,285.0,232.10000610351562,279.5,27410598
2022-06-01,269.5858154296875,272.25,282.0,226.9499969482422,269.6499938964844,22126756
2022-07-01,296.7176513671875,299.6499938964844,313.29998779296875,268.8999938964844,272.1000061035156,32684362
2022-08-01,303.8432312011719,306.1000061035156,330.70001220703125,295.3500061035156,299.95001220703125,38666507
2022-09-01,342.8038635253906,345.3500061035156,347.0,301.8500061035156,306.0,54692269
2022-10-01,369.902587890625,372.6499938964844,373.8500061035156,339.1000061035156,348.0,39096115
2022-11-01,343.3994445800781,345.95001220703125,381.0,344.0,374.0,18253498
2022-12-01,316.4495849609375,318.79998779296875,348.0,317.04998779296875,346.45001220703125,21995538
2023-01-01,293.47027587890625,295.6499938964844,335.3500061035156,278.6000061035156,319.3500061035156,19630205
2023-02-01,278.034912109375,280.1000061035156,299.3999938964844,277.5,296.3999938964844,12133462
2023-03-01,288.5567932128906,290.70001220703125,294.6000061035156,267.75,280.3500061035156,16056794
2023-04-01,298.1356201171875,300.3500061035156,306.5,288.3999938964844,290.70001220703125,13652355
2023-05-01,279.87127685546875,281.95001220703125,309.79998779296875,272.3500061035156,300.3500061035156,30942063
2023-06-01,294.7110290527344,296.8999938964844,302.6000061035156,275.25,281.6499938964844,27976806
2023-07-01,320.9164123535156,323.29998779296875,326.8999938964844,294.20001220703125,302.0,50104015
2023-08-01,295.4059143066406,297.6000061035156,329.29998779296875,287.70001220703125,323.29998779296875,36328637
2023-09-01,353.8079528808594,354.75,356.0,298.25,300.1000061035156,52438819
2023-10-01,325.0345458984375,325.8999938964844,365.25,318.95001220703125,354.75,21439170
2023-11-01,398.48895263671875,399.54998779296875,404.0,322.75,325.95001220703125,44710800
2023-12-01,404.3733215332031,405.45001220703125,410.0,365.45001220703125,404.0,31577690
2024-01-01,414.5960998535156,415.70001220703125,435.3999938964844,400.0,407.0,32470725
2024-02-01,463.7651672363281,465.0,480.45001220703125,406.6000061035156,415.1000061035156,40227113
2024-03-01,429.0076904296875,430.1499938964844,474.8500061035156,405.25,465.0,15293442
2024-04-01,422.1758728027344,423.29998779296875,456.45001220703125,404.3999938964844,431.8500061035156,17082238
2024-05-01,417.3886413574219,418.5,445.5,389.3500061035156,423.29998779296875,28701672
2024-06-01,491.4913330078125,492.79998779296875,507.3500061035156,401.25,424.25,47174387
2024-07-01,628.4266967773438,630.0999755859375,632.7000122070312,484.54998779296875,492.79998779296875,51335096
2024-08-01,718.0999755859375,718.0999755859375,721.0,622.0999755859375,631.0,47110321
2024-09-01,558.5999755859375,558.5999755859375,719.9000244140625,531.1500244140625,719.9000244140625,134236748
2024-10-01,569.5999755859375,569.5999755859375,613.9000244140625,531.25,557.5,65099784
2024-11-01,584.2999877929688,584.2999877929688,599.7000122070312,522.6500244140625,570.9500122070312,47721393
2024-12-01,592.2999877929688,592.2999877929688,628.0,526.9500122070312,580.0999755859375,73693365
2025-01-01,582.0,582.0,621.0999755859375,564.7999877929688,589.0,26552785
