Date,Adj Close,Close,High,Low,Open,Volume
2024-03-04,3743.76904296875,3785.25,3883.300048828125,3734.050048828125,3858.60009765625,2282181
2024-03-11,3704.60302734375,3745.64990234375,3855.800048828125,3686.25,3795.449951171875,2538391
2024-03-18,3944.69287109375,3988.39990234375,4013.949951171875,3672.0,3745.0,6010210
2024-03-25,3975.25439453125,4019.300048828125,4075.0,3891.75,3988.39990234375,2590214
2024-04-01,3987.0732421875,4031.25,4070.0,3886.10009765625,4060.800048828125,2879721
2024-04-08,4255.103515625,4302.25,4382.7998046875,4011.60009765625,4024.949951171875,5288382
2024-04-15,4296.54443359375,4344.14990234375,4444.0,4193.75,4250.0,4363688
2024-04-22,4550.57958984375,4601.0,4632.85009765625,4370.39990234375,4394.0,4066177
2024-04-29,4548.84912109375,4599.25,4689.9501953125,4532.60009765625,4589.0,2600282
2024-05-06,4606.806640625,4657.85009765625,4708.0,4541.5,4613.0,3286152
2024-05-13,4633.0654296875,4684.39990234375,4742.9501953125,4528.2998046875,4679.0,4847924
2024-05-20,4827.4619140625,4880.9501953125,4908.0,4650.0,4693.89990234375,2170582
2024-05-27,4681.57861328125,4733.4501953125,4907.0,4668.25,4861.0498046875,3106420
2024-06-03,4709.8154296875,4762.0,4800.0,4253.85009765625,4800.0,3628030
2024-06-10,4881.0185546875,4935.10009765625,4945.0,4744.0498046875,4769.60009765625,2948678
2024-06-17,4792.400390625,4845.5,4976.0,4820.0,4935.10009765625,2411299
2024-06-24,4621.7412109375,4672.9501953125,4896.0,4655.2998046875,4838.0,3590167
2024-07-01,4685.3857421875,4737.2998046875,4748.7998046875,4592.89990234375,4640.0,3059318
2024-07-08,4807.43408203125,4860.7001953125,4955.0,4716.0,4758.9501953125,2605375
2024-07-15,4797.54345703125,4850.7001953125,4965.0,4784.9501953125,4851.0498046875,2324058
2024-07-22,4957.5703125,5012.5,5058.89990234375,4759.60009765625,4767.0,2945944
2024-07-29,4674.90234375,4726.7001953125,5047.9501953125,4691.5498046875,5034.0,4364420
2024-08-05,4777.66357421875,4830.60009765625,4853.0,4548.0,4612.14990234375,5311131
2024-08-12,4818.0,4818.0,4852.0498046875,4716.0,4799.0,1521375
2024-08-19,4898.10009765625,4898.10009765625,4967.85009765625,4780.0,4848.0,1770452
2024-08-26,4960.5,4960.5,4994.39990234375,4836.7001953125,4902.0,2157559
2024-09-02,4752.5,4752.5,5011.0,4740.2001953125,4949.75,1740475
2024-09-09,4858.2998046875,4858.2998046875,4895.0,4689.35009765625,4752.5,2133944
2024-09-16,4963.14990234375,4963.14990234375,5062.2001953125,4812.25,4884.9501953125,2795715
2024-09-23,5062.60009765625,5062.60009765625,5105.0,4851.0,4990.0,3878604
2024-09-30,4706.7998046875,4706.7998046875,5085.0,4690.85009765625,5062.0,2769633
2024-10-07,4728.0498046875,4728.0498046875,4808.14990234375,4586.2001953125,4748.7998046875,3190020
2024-10-14,4765.64990234375,4765.64990234375,4810.0,4521.0,4749.0,2390167
2024-10-21,4591.60009765625,4591.60009765625,4852.85009765625,4508.75,4765.0,2665013
2024-10-28,4953.60009765625,4953.60009765625,4990.0,4533.64990234375,4591.60009765625,3487884
2024-11-04,4785.25,4785.25,5015.0,4755.35009765625,5002.4501953125,2005816
2024-11-11,4883.7001953125,4883.7001953125,4973.0,4536.0498046875,4762.0,4066834
2024-11-18,4986.2001953125,4986.2001953125,5014.0498046875,4863.0,4879.9501953125,1880265
2024-11-25,4831.85009765625,4831.85009765625,5067.0,4793.7998046875,4999.0,3061476
2024-12-02,4877.0498046875,4877.0498046875,4928.7001953125,4693.5498046875,4838.0498046875,1805277
2024-12-09,4825.89990234375,4825.89990234375,4888.0,4754.2001953125,4886.60009765625,1601292
2024-12-16,4734.5,4734.5,4865.0,4673.60009765625,4820.0,2024361
2024-12-23,4876.89990234375,4876.89990234375,4954.9501953125,4698.0,4750.0,1336093
2024-12-30,5310.75,5310.75,5385.7001953125,4742.4501953125,4890.0,4547148
2025-01-06,5058.4501953125,5058.4501953125,5350.0,5040.0,5310.75,1758144
2025-01-13,5012.2998046875,5012.2998046875,5134.10009765625,4925.60009765625,5010.0,1791660
2025-01-20,5206.2998046875,5206.2998046875,5224.5,4930.0,5012.35009765625,3069984
