Date,Adj Close,Close,High,Low,Open,Volume
2021-05-03,3947.906005859375,3954.75,4320.0,3901.0,4150.0,929766
2021-05-10,3947.157470703125,3954.0,4010.5,3816.0,3960.0,694683
2021-05-17,3938.0234375,3944.85009765625,3990.0,3852.64990234375,3952.0,742788
2021-05-24,3989.733642578125,3996.64990234375,4100.0,3850.0,3979.0,1177290
2021-05-31,4279.83056640625,4287.25,4395.0,3950.449951171875,4019.949951171875,1691439
2021-06-07,4182.24951171875,4189.5,4330.2001953125,4141.35009765625,4318.7998046875,835540
2021-06-14,4419.48828125,4427.14990234375,4480.0,4092.5,4175.0,1354727
2021-06-21,4491.314453125,4499.10009765625,4682.60009765625,4351.10009765625,4425.10009765625,1459766
2021-06-28,4511.02978515625,4518.85009765625,4611.0,4370.0,4515.0,822101
2021-07-05,4577.71435546875,4585.64990234375,4655.5498046875,4477.7001953125,4555.0,936902
2021-07-12,4638.25927734375,4646.2998046875,4735.0,4485.0498046875,4594.0,984512
2021-07-19,4542.52490234375,4550.39990234375,4648.9501953125,4452.0,4630.0,593476
2021-07-26,4297.150390625,4304.60009765625,4615.0,4205.0,4584.0,1273922
2021-08-02,4277.833984375,4285.25,4369.85009765625,4220.2001953125,4322.0,667900
2021-08-09,4206.95703125,4214.25,4418.0,4116.10009765625,4300.0,854320
2021-08-16,4036.30322265625,4043.300048828125,4207.0,4000.0,4203.0,761920
2021-08-23,4039.24755859375,4046.25,4146.9501953125,3760.0,4043.300048828125,1948480
2021-08-30,4232.86181640625,4240.2001953125,4337.2001953125,4001.10009765625,4080.0,1716716
2021-09-06,4309.728515625,4317.2001953125,4399.89990234375,4200.60009765625,4250.0,1108004
2021-09-13,4237.75390625,4245.10009765625,4346.85009765625,4150.7998046875,4315.0,1206107
2021-09-20,4372.47021484375,4380.0498046875,4479.85009765625,3992.64990234375,4220.0,2449206
2021-09-27,4837.35546875,4844.60009765625,4900.0,4306.0,4387.0,3038869
2021-10-04,5246.24365234375,5254.10009765625,5352.35009765625,4755.39990234375,4939.9501953125,3248473
2021-10-11,5503.05859375,5511.2998046875,5650.0,5201.14990234375,5400.0,3008639
2021-10-18,5104.40576171875,5112.0498046875,6243.60009765625,4876.0498046875,5632.0,4944649
2021-10-25,4986.0830078125,4993.5498046875,5276.9501953125,4735.0,5130.0,2603272
2021-11-01,5582.140625,5590.5,5644.0,4990.0,4993.0,2162025
2021-11-08,5397.76611328125,5405.85009765625,5724.4501953125,5340.60009765625,5610.0,1556359
2021-11-15,5380.392578125,5388.4501953125,5597.9501953125,5230.10009765625,5459.39990234375,1210629
2021-11-22,5094.8701171875,5102.5,5417.0,4940.10009765625,5417.0,2280137
2021-11-29,5170.90625,5178.64990234375,5267.2001953125,4831.7998046875,4935.0,1706134
2021-12-06,5536.15966796875,5544.4501953125,5573.4501953125,5090.0498046875,5200.0,1511450
2021-12-13,5375.5,5383.5498046875,5858.5498046875,5358.2001953125,5620.0,2177211
2021-12-20,5415.28955078125,5423.39990234375,5620.0,5055.0,5250.0,2464323
2021-12-27,5501.31103515625,5509.5498046875,5726.0,5337.10009765625,5423.0,1602152
2022-01-03,5287.1318359375,5295.0498046875,5573.10009765625,5220.0,5526.0,1179912
2022-01-10,5260.47216796875,5268.35009765625,5369.0,5241.0,5322.0,886853
2022-01-17,4971.8046875,4979.25,5444.10009765625,4941.5498046875,5280.0,1343919
2022-01-24,4385.43212890625,4392.0,4997.0,4117.5,4980.0,3237259
2022-01-31,4485.83203125,4492.5498046875,4659.9501953125,4189.25,4300.0,2632579
2022-02-07,4358.02294921875,4364.5498046875,4538.0,4258.0,4500.0,1247119
2022-02-14,4063.514892578125,4069.60009765625,4352.0,4038.60009765625,4202.25,1526013
2022-02-21,4427.51904296875,4434.14990234375,4454.5498046875,3936.949951171875,4050.0,2428786
2022-02-28,4145.44189453125,4151.64990234375,4378.2001953125,4130.0,4340.0,949634
2022-03-07,4147.73876953125,4153.9501953125,4224.0,3937.0,4025.0,1199623
2022-03-14,4471.9033203125,4478.60009765625,4545.0,4115.0,4160.0,2183840
2022-03-21,4271.80322265625,4278.2001953125,4528.0,4266.0,4507.0,1082928
2022-03-28,4354.47900390625,4361.0,4398.9501953125,4041.35009765625,4299.0,1483410
2022-04-04,4469.05712890625,4475.75,4690.0,4364.60009765625,4389.35009765625,1691398
2022-04-11,4425.22265625,4431.85009765625,4485.25,4315.5498046875,4475.75,699027
2022-04-18,4292.17236328125,4298.60009765625,4400.0,4143.5,4400.0,907106
2022-04-25,4389.67578125,4396.25,4424.14990234375,4229.9501953125,4270.0,770072
2022-05-02,3903.75390625,3909.60009765625,4267.64990234375,3765.199951171875,4211.0,3680265
2022-05-09,3366.3583984375,3371.39990234375,3933.10009765625,3255.0,3890.0,3918087
2022-05-16,3423.023681640625,3428.14990234375,3575.0,3180.550048828125,3403.0,1937252
2022-05-23,3416.0341796875,3421.14990234375,3542.0,3268.050048828125,3440.0,1138005
2022-05-30,3639.0,3644.449951171875,3994.300048828125,3460.0,3484.0,3495646
2022-06-06,3603.85302734375,3609.25,3727.89990234375,3537.35009765625,3690.0,1290871
2022-06-13,3355.275146484375,3360.300048828125,3557.0,3275.0,3540.0,1342634
2022-06-20,3522.075439453125,3527.35009765625,3549.85009765625,3250.25,3392.300048828125,2089449
2022-06-27,3590.322998046875,3595.699951171875,3724.300048828125,3517.0,3597.0,1228950
2022-07-04,3652.429931640625,3657.89990234375,3740.0,3508.0,3564.75,1135513
2022-07-11,3737.503173828125,3743.10009765625,3921.699951171875,3621.14990234375,3621.14990234375,1621084
2022-07-18,3850.8828125,3856.64990234375,4019.5,3760.0,3764.64990234375,1481649
2022-07-25,3694.3671875,3699.89990234375,3855.0,3550.0,3850.0,1799219
2022-08-01,3821.57666015625,3827.300048828125,3867.0,3696.89990234375,3720.0,1216259
2022-08-08,3826.569580078125,3832.300048828125,4007.800048828125,3700.0,3827.300048828125,1296065
2022-08-15,3986.056396484375,3989.949951171875,4118.0,3792.0,3832.300048828125,1823670
2022-08-22,4069.425048828125,4073.39990234375,4174.5498046875,3875.0,3984.949951171875,1877265
2022-08-29,4105.2900390625,4109.2998046875,4198.0,3922.0,3925.0,1055653
2022-09-05,4535.61962890625,4540.0498046875,4559.0,4065.64990234375,4110.85009765625,3340754
2022-09-12,4442.36083984375,4446.7001953125,4670.0,4414.25,4540.0498046875,1681586
2022-09-19,4310.14013671875,4314.35009765625,4589.9501953125,4301.10009765625,4446.7001953125,912827
2022-09-26,4367.333984375,4371.60009765625,4414.0,4110.5,4300.0,1309993
2022-10-03,4310.33984375,4314.5498046875,4500.0,4262.4501953125,4374.0,860200
2022-10-10,4244.90380859375,4249.0498046875,4350.0,4214.5,4285.0,781185
2022-10-17,4270.82861328125,4275.0,4440.0,4185.5498046875,4252.0,1005138
2022-10-24,4384.86669921875,4389.14990234375,4450.0,4269.7998046875,4329.85009765625,452707
2022-10-31,4510.044921875,4514.4501953125,4588.0,4392.0,4405.14990234375,797791
2022-11-07,4533.072265625,4537.5,4648.4501953125,4462.10009765625,4530.0,658563
2022-11-14,4341.6591796875,4345.89990234375,4664.9501953125,4250.9501953125,4560.2001953125,954382
2022-11-21,4364.037109375,4368.2998046875,4454.2001953125,4305.2998046875,4345.89990234375,499756
2022-11-28,4370.880859375,4375.14990234375,4414.89990234375,4207.0,4350.7001953125,867455
2022-12-05,4099.89501953125,4103.89990234375,4405.0,4082.64990234375,4380.0,596768
2022-12-12,4023.0205078125,4026.949951171875,4149.7998046875,3970.0,4087.0,830894
2022-12-19,3714.421875,3718.050048828125,4157.75,3710.0,4040.0,1044487
2022-12-26,3900.7900390625,3904.60009765625,3970.0,3671.699951171875,3736.60009765625,892055
2023-01-02,3813.724853515625,3817.449951171875,3960.0,3785.050048828125,3927.0,485625
2023-01-09,3623.01123046875,3626.550048828125,3853.0,3603.050048828125,3836.550048828125,664601
2023-01-16,3512.569091796875,3516.0,3658.0,3451.10009765625,3644.699951171875,819582
2023-01-23,2719.144287109375,2721.800048828125,3568.949951171875,2631.0,3533.60009765625,5636496
2023-01-30,2752.760986328125,2755.449951171875,2860.0,2553.0,2740.0,5181460
2023-02-06,2701.910888671875,2704.550048828125,2815.0,2641.050048828125,2759.800048828125,1838852
2023-02-13,2733.6298828125,2736.300048828125,2770.0,2622.050048828125,2717.0,1720293
2023-02-20,2794.220703125,2796.949951171875,2809.39990234375,2581.199951171875,2732.35009765625,1631193
2023-02-27,2974.9443359375,2977.85009765625,2994.25,2705.949951171875,2800.0,2535576
2023-03-06,2884.082763671875,2886.89990234375,3052.800048828125,2790.449951171875,2995.0,1172562
2023-03-13,2883.983154296875,2886.800048828125,2934.0,2807.0,2880.0,1316700
2023-03-20,2878.588134765625,2881.39990234375,2948.050048828125,2835.89990234375,2835.89990234375,1163965
2023-03-27,2858.5078125,2861.300048828125,2894.449951171875,2754.050048828125,2881.449951171875,1107655
2023-04-03,2884.63232421875,2887.449951171875,2957.85009765625,2859.0,2879.949951171875,625172
2023-04-10,2979.6396484375,2982.550048828125,3034.60009765625,2870.050048828125,2885.199951171875,2075159
2023-04-17,2927.540283203125,2930.39990234375,3110.0,2920.0,2974.5,1686082
2023-04-24,2912.455078125,2915.300048828125,2937.550048828125,2820.0,2935.0,1129352
2023-05-01,2887.7294921875,2890.550048828125,2952.75,2882.050048828125,2915.300048828125,684910
2023-05-08,2864.751708984375,2867.550048828125,2970.0,2842.85009765625,2890.550048828125,923736
2023-05-15,3032.38818359375,3035.35009765625,3043.0,2858.050048828125,2886.85009765625,2781452
2023-05-22,3657.627197265625,3661.199951171875,3684.25,3041.050048828125,3042.699951171875,8242737
2023-05-29,3962.27978515625,3966.14990234375,4025.0,3652.39990234375,3675.10009765625,4978949
2023-06-05,4070.424072265625,4074.39990234375,4132.0,3845.550048828125,3992.949951171875,3260441
2023-06-12,4542.16357421875,4546.60009765625,4650.0,3965.0,4040.0,5586691
2023-06-19,4321.97900390625,4326.2001953125,4730.0,4298.0,4560.0,4028281
2023-06-26,4384.31787109375,4388.60009765625,4511.0,4316.25,4326.9501953125,2091311
2023-07-03,4239.85888671875,4244.0,4443.7001953125,4145.2001953125,4410.0498046875,1879268
2023-07-10,4315.53466796875,4319.75,4430.0,4220.9501953125,4249.60009765625,1585979
2023-07-17,4172.32470703125,4176.39990234375,4407.10009765625,4160.0,4342.0,1301408
2023-07-24,4059.634765625,4063.60009765625,4185.7001953125,3953.0,4130.0,2881395
2023-07-31,4611.7451171875,4616.25,4816.85009765625,4020.0,4020.0,6946083
2023-08-07,4775.884765625,4780.5498046875,4967.75,4385.0498046875,4599.9501953125,6833945
2023-08-14,4733.1767578125,4737.7998046875,4810.0,4585.0,4780.0,2131862
2023-08-21,4855.0078125,4859.75,5068.89990234375,4730.10009765625,4749.9501953125,3365543
2023-08-28,5052.31494140625,5057.25,5163.0,4815.0498046875,4851.2998046875,2035384
2023-09-04,5116.203125,5121.2001953125,5224.9501953125,4960.0,5081.7998046875,2099976
2023-09-11,5054.0634765625,5059.0,5207.5,4985.0498046875,5139.0,1261137
2023-09-18,4803.7080078125,4808.39990234375,5070.0,4785.75,5040.0,888452
2023-09-25,5287.35986328125,5289.25,5378.85009765625,4733.4501953125,4810.0,4201700
2023-10-02,5126.9169921875,5128.75,5335.0,5062.10009765625,5289.25,1435198
2023-10-09,5338.0419921875,5339.9501953125,5364.7998046875,5028.0,5032.14990234375,1650500
2023-10-16,5518.9267578125,5520.89990234375,5575.0,5291.0,5291.0,1815569
2023-10-23,5372.8291015625,5374.75,5607.10009765625,5288.25,5520.0,2649755
2023-10-30,5272.3154296875,5274.2001953125,5397.0,5076.0,5379.89990234375,2928008
2023-11-06,5273.0146484375,5274.89990234375,5425.0,5223.25,5317.89990234375,1264642
2023-11-13,5424.91064453125,5426.85009765625,5488.5,5206.60009765625,5274.4501953125,1344041
2023-11-20,5275.9638671875,5277.85009765625,5565.7998046875,5265.0,5475.0,1320618
2023-11-27,5949.52294921875,5951.64990234375,6034.9501953125,5272.0498046875,5277.85009765625,3042279
2023-12-04,5962.76806640625,5964.89990234375,6186.14990234375,5876.0,6110.0,2108667
2023-12-11,6314.64208984375,6316.89990234375,6765.0,5961.0,5980.0,7312115
2023-12-18,6476.03466796875,6478.35009765625,6584.0,6220.0,6315.0,3475223
2023-12-25,6564.4033203125,6566.75,6619.39990234375,6413.0,6478.35009765625,1184805
2024-01-01,6376.1201171875,6378.39990234375,6585.7998046875,6243.14990234375,6560.0,1604992
2024-01-08,6551.60791015625,6553.9501953125,6600.0,6280.0,6399.85009765625,1350838
2024-01-15,6098.02001953125,6100.2001953125,6519.4501953125,6020.0,6480.0,2320621
2024-01-22,5877.34912109375,5879.4501953125,6102.14990234375,5782.85009765625,6100.2001953125,970020
2024-01-29,6235.5703125,6237.7998046875,6348.0,5800.2001953125,5898.0,2509379
2024-02-05,6275.65625,6277.89990234375,6462.2001953125,6125.39990234375,6251.0,1298780
2024-02-12,6375.82080078125,6378.10009765625,6472.0,6131.0,6295.0,861356
2024-02-19,6865.04541015625,6867.5,6929.0,6410.0,6425.2001953125,2776300
2024-02-26,7002.44677734375,7004.9501953125,7048.0,6472.0,6901.60009765625,2997746
2024-03-04,7140.3974609375,7142.9501953125,7236.0,6922.14990234375,7043.2001953125,1182239
2024-03-11,6959.51171875,6962.0,7229.7998046875,6503.5,7184.0,1366359
2024-03-18,7162.58935546875,7165.14990234375,7189.85009765625,6839.10009765625,6963.0,1078269
2024-03-25,7476.5771484375,7479.25,7580.0,7108.7001953125,7165.14990234375,772797
2024-04-01,7657.76220703125,7660.5,7950.0,7480.0498046875,7520.0,1728315
2024-04-08,7842.59619140625,7845.39990234375,7983.0,7590.0,7682.0498046875,1557120
2024-04-15,7529.25830078125,7531.9501953125,7829.0,7198.35009765625,7700.0,1259561
2024-04-22,8577.083984375,8580.150390625,8607.0,7627.4501953125,7680.0,2867047
2024-04-29,8448.6298828125,8451.650390625,8655.0,8270.4501953125,8568.0498046875,1085795
2024-05-06,8415.541015625,8418.5498046875,8509.9501953125,8232.099609375,8500.0,999323
2024-05-13,8945.6513671875,8948.849609375,9062.0,7932.5498046875,8449.0,5511338
2024-05-20,9294.876953125,9298.2001953125,9488.2001953125,8890.599609375,8938.400390625,2034311
2024-05-27,9392.9912109375,9396.349609375,9458.0,9008.0,9360.900390625,1607137
2024-06-03,9981.53125,9985.099609375,10088.099609375,8453.0,9639.900390625,2927954
2024-06-10,11238.8310546875,11242.849609375,11458.900390625,10007.5498046875,10059.400390625,2855611
2024-06-17,11534.9755859375,11539.099609375,11679.900390625,11140.0,11242.849609375,1686342
2024-06-24,11967.021484375,11971.2998046875,12149.0,11372.150390625,11500.0,2090597
2024-07-01,12501.48046875,12505.9501953125,12879.0,12086.4501953125,12099.0,2339311
2024-07-08,12405.564453125,12410.0,12689.400390625,12164.2998046875,12549.0,1256082
2024-07-15,11263.173828125,11267.2001953125,12754.5498046875,11210.5498046875,12500.0,1933896
2024-07-22,11268.5712890625,11272.599609375,11475.0,10620.0,11267.2001953125,2285921
2024-07-29,11650.384765625,11654.5498046875,12690.0,11225.0,11349.9501953125,4317411
2024-08-05,11736.25390625,11740.4501953125,11800.0498046875,10950.0498046875,10950.0498046875,2166579
2024-08-12,12370.4775390625,12374.900390625,12423.599609375,11559.900390625,11739.650390625,2290426
2024-08-19,13265.806640625,13270.5498046875,13394.900390625,12419.7998046875,12550.0,2721313
2024-08-26,13166.2431640625,13170.9501953125,13639.7998046875,12865.0,13399.0,6436266
2024-09-02,12059.5380859375,12063.849609375,13160.0,12043.0498046875,13160.0,2580753
2024-09-09,13022.994140625,13027.650390625,13120.0,12022.0,12040.0,2263349
2024-09-16,13990.59765625,13995.599609375,14399.9501953125,13050.5,13170.0,4419230
2024-09-23,14037.650390625,14037.650390625,14498.0,13825.0,14100.0,2011260
2024-09-30,13634.0,13634.0,14265.0,13425.0,14024.599609375,1668855
2024-10-07,15143.650390625,15143.650390625,15188.900390625,13350.0,13722.2998046875,2963326
2024-10-14,15381.7998046875,15381.7998046875,15494.0,14909.0,15129.5498046875,1200384
2024-10-21,13937.2001953125,13937.2001953125,15900.0,13062.2998046875,15470.0,5479916
2024-10-28,14129.75,14129.75,15092.900390625,13800.0,14100.0,3633834
2024-11-04,15621.099609375,15621.099609375,15969.2001953125,13711.0498046875,14120.0,4556023
2024-11-11,14776.099609375,14776.099609375,15778.0,14540.0,15621.099609375,2000437
2024-11-18,15348.7001953125,15348.7001953125,15490.0,14725.0,14950.0,1908028
2024-11-25,15807.400390625,15807.400390625,15987.9501953125,15365.2998046875,15704.9501953125,2082244
2024-12-02,17421.05078125,17421.05078125,17530.0,16020.0,16025.0,3607999
2024-12-09,17954.400390625,17954.400390625,18034.0,17121.05078125,17421.05078125,1727382
2024-12-16,17944.900390625,17944.900390625,19148.900390625,17770.55078125,18212.0,3138581
2024-12-23,17972.30078125,17972.30078125,18608.650390625,17615.0,18058.0,963272
2024-12-30,18397.650390625,18397.650390625,18584.650390625,17472.0,18035.0,1198914
2025-01-06,16709.19921875,16709.19921875,18700.0,16611.0,18412.0,2386744
2025-01-13,17224.44921875,17224.44921875,17330.5,15741.0,16500.0,2043545
2025-01-20,15584.900390625,15584.900390625,17687.900390625,14280.0,17324.0,5624875
